RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
8357,"RL34212","2/23/2018","Analysis of the Tax Exclusion for Canceled Mortgage Debt Income","https://crsreports.congress.gov/product/pdf/download/RL/RL34212/RL34212.pdf/","23","10/17/2007"
8358,"LSB10086","2/23/2018","Supreme Court to Hear Digital Privacy Case: Can the Government Obtain Emails Stored Abroad?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10086/LSB10086.pdf/","3","02/23/2018"
8359,"IF10309","2/22/2018","Eurasian Economic Union","https://crsreports.congress.gov/product/pdf/download/IF/IF10309/IF10309.pdf/","8","10/22/2015"
8360,"R45115","2/22/2018","H.R. 4508, the PROSPER Act: Proposed Reauthorization of the Higher Education Act ","https://crsreports.congress.gov/product/pdf/download/R/R45115/R45115.pdf/","4","02/27/2018"
8361,"LSB10084","2/21/2018","Civil-Suit Provision in House-Passed Concealed Carry Reciprocity Bill (H.R. 38): Scope and Application ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10084/LSB10084.pdf/","2","02/21/2018"
8362,"LSB10082","2/21/2018","How Broad A Shield? A Brief Overview of Section 230 of the Communications Decency Act","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10082/LSB10082.pdf/","2","02/20/2018"
8363,"R42135","2/21/2018","U.S. Manufacturing in International Perspective","https://crsreports.congress.gov/product/pdf/download/R/R42135/R42135.pdf/","29","01/06/2012"
8364,"R45112","2/21/2018","Welfare Reform: Work Status of Single Mothers, In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45112/R45112.pdf/","3","02/22/2018"
8365,"LSB10079","2/20/2018","Where Can Corporations Be Sued for Patent Infringement? Part I","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10079/LSB10079.pdf/","3","02/20/2018"
8366,"LSB10080","2/20/2018","Where Can Corporations Be Sued for Patent Infringement? Part II","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10080/LSB10080.pdf/","2","02/20/2018"
8367,"IN10728","2/16/2018","The Teaching Health Center Graduate Medical Education (THCGME) Program: Increased Funding and Policy Changes in BBA 2018 ","https://crsreports.congress.gov/product/pdf/download/IN/IN10728/IN10728.pdf/","9","06/29/2017"
8368,"IN10861","2/15/2018","Discretionary Spending Levels Under the Bipartisan Budget Act of 2018 ","https://crsreports.congress.gov/product/pdf/download/IN/IN10861/IN10861.pdf/","3","02/15/2018"
8369,"IN10860","2/15/2018","Has the Economy Reached Full Employment? If So, Will It Stay There?","https://crsreports.congress.gov/product/pdf/download/IN/IN10860/IN10860.pdf/","3","02/15/2018"
8370,"IF10731","2/15/2018","South Africa: Current Developments and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/IF/IF10731/IF10731.pdf/","5","09/13/2017"
8371,"IN10859","2/14/2018","Administration's Infrastructure Program Emphasizes New Nonfederal Revenue","https://crsreports.congress.gov/product/pdf/download/IN/IN10859/IN10859.pdf/","2","02/15/2018"
8372,"IF10808","2/14/2018","Burma's Peace Process: Narrowing Opportunities in 2018","https://crsreports.congress.gov/product/pdf/download/IF/IF10808/IF10808.pdf/","4","01/17/2018"
8373,"IN10804","2/14/2018","Two-Year Extension of the Community Health Center Fund","https://crsreports.congress.gov/product/pdf/download/IN/IN10804/IN10804.pdf/","6","10/18/2017"
8374,"R45102","2/13/2018","Diversity Immigrants' Regions and Countries of Origin: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45102/R45102.pdf/","4","02/14/2018"
8375,"R44294","2/13/2018","Ecuador: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44294/R44294.pdf/","11","12/03/2015"
8376,"IF10614","2/13/2018","EU Sanctions on Russia Related to the Ukraine Conflict","https://crsreports.congress.gov/product/pdf/download/IF/IF10614/IF10614.pdf/","4","03/13/2017"
8377,"IF10823","2/12/2018","The Oil Spill Liability Trust Fund Tax: Reauthorization Issues and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF10823/IF10823.pdf/","3","02/08/2018"
8378,"R45098","2/12/2018","U.S. Army Weapons-Related Directed Energy (DE) Programs: Background and Potential Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45098/R45098.pdf/","5","02/07/2018"
8379,"IF10827","2/12/2018","U.S. Relations with Burma: Key Issues in 2018","https://crsreports.congress.gov/product/pdf/download/IF/IF10827/IF10827.pdf/","3","02/12/2018"
8380,"IF10826","2/9/2018","Farm Bill Primer: Support for Veteran Farmers and Ranchers","https://crsreports.congress.gov/product/pdf/download/IF/IF10826/IF10826.pdf/","4","02/09/2018"
8381,"IN10857","2/8/2018","Federal Reserved Water Rights and Groundwater: Quantity, Quality, and Pore Space","https://crsreports.congress.gov/product/pdf/download/IN/IN10857/IN10857.pdf/","3","02/08/2018"
8382,"IN10856","2/7/2018","Section 201 Safeguards on Solar Products and Washing Machines","https://crsreports.congress.gov/product/pdf/download/IN/IN10856/IN10856.pdf/","3","02/07/2018"
8383,"IF10641","2/6/2018","Farm Bill Primer: Federal Programs Supporting New Farmers","https://crsreports.congress.gov/product/pdf/download/IF/IF10641/IF10641.pdf/","3","04/27/2017"
8384,"R45097","2/6/2018","Federal Spending on Benefits and Services for People with Low Income, FY2008-FY2016: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45097/R45097.pdf/","5","02/07/2018"
8385,"IN10854","2/5/2018","New Nuclear Warheads: Legislative Provisions","https://crsreports.congress.gov/product/pdf/download/IN/IN10854/IN10854.pdf/","4","02/05/2018"
8386,"IN10855","2/5/2018","The 2018 National Defense Strategy","https://crsreports.congress.gov/product/pdf/download/IN/IN10855/IN10855.pdf/","3","02/05/2018"
8387,"R45349","2/5/2018","The 2018 National Defense Strategy: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45349/R45349.pdf/","2","10/23/2018"
8388,"RL34679","2/2/2018","House Committee Chairs: Considerations, Decisions, and Actions as One Congress Ends and a New Congress Begins","https://crsreports.congress.gov/product/pdf/download/RL/RL34679/RL34679.pdf/","28","09/22/2008"
8389,"IN10753","2/2/2018","Trespassing: The Leading Cause of Rail-Related Fatalities","https://crsreports.congress.gov/product/pdf/download/IN/IN10753/IN10753.pdf/","5","08/15/2017"
8390,"R45091","2/1/2018","U.S. Security Assistance and Security Cooperation Programs: Overview of Funding Trends","https://crsreports.congress.gov/product/pdf/download/R/R45091/R45091.pdf/","3","02/06/2018"
8391,"R45085","1/31/2018","FEMA Individual Assistance Programs: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45085/R45085.pdf/","3","01/31/2018"
8392,"IN10851","1/31/2018","The Balkans and Russia","https://crsreports.congress.gov/product/pdf/download/IN/IN10851/IN10851.pdf/","3","01/31/2018"
8393,"IN10852","1/30/2018","Gun Control: Concealed Carry Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10852/IN10852.pdf/","4","02/01/2018"
8394,"R45005","1/30/2018","Wildfire Management Funding: Background, Issues, and FY2018 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R45005/R45005.pdf/","8","11/01/2017"
8395,"R42486","1/29/2018","Appropriations for the Bureau of Prisons (BOP): In Brief","https://crsreports.congress.gov/product/pdf/download/R/R42486/R42486.pdf/","12","04/18/2012"
8396,"IN10850","1/26/2018","Administration's Syria Policy Envisions Continued U.S. Presence","https://crsreports.congress.gov/product/pdf/download/IN/IN10850/IN10850.pdf/","3","01/26/2018"
8397,"IF10591","1/26/2018","Taxes and Fees Enacted as Part of the Affordable Care Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10591/IF10591.pdf/","13","02/07/2017"
8398,"R45050","1/26/2018","Vessel Incidental Discharge Legislation in the 115th Congress: Background and Issues","https://crsreports.congress.gov/product/pdf/download/R/R45050/R45050.pdf/","9","12/21/2017"
8399,"R42770","1/25/2018","Community Development Financial Institutions (CDFI) Fund: Programs and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R42770/R42770.pdf/","21","10/04/2012"
8400,"R44896","1/24/2018","Economic Impact of Infrastructure Investment","https://crsreports.congress.gov/product/pdf/download/R/R44896/R44896.pdf/","5","07/19/2017"
8401,"R45081","1/23/2018","Banking Law: An Overview of Federal Preemption in the Dual Banking System","https://crsreports.congress.gov/product/pdf/download/R/R45081/R45081.pdf/","2","01/23/2018"
8402,"R45068","1/19/2018","Acquisition Reform in the FY2016-FY2018 National Defense Authorization Acts (NDAAs)","https://crsreports.congress.gov/product/pdf/download/R/R45068/R45068.pdf/","9","01/04/2018"
8403,"LSB10064","1/19/2018","Is Impossibility Preemption Impossible? Federal Drug Law and Preemption of State Tort Claims","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10064/LSB10064.pdf/","3","01/19/2018"
8404,"R43047","1/19/2018","Prevalence of Mental Illness in the United States: Data Sources and Estimates","https://crsreports.congress.gov/product/pdf/download/R/R43047/R43047.pdf/","14","04/25/2013"
8405,"IF10813","1/18/2018","Medical Product Innovation and Regulation: Benefits vs. Risks ","https://crsreports.congress.gov/product/pdf/download/IF/IF10813/IF10813.pdf/","2","01/18/2018"
8406,"R45079","1/18/2018","The Marshall Plan: Design, Accomplishments, and Significance","https://crsreports.congress.gov/product/pdf/download/R/R45079/R45079.pdf/","3","01/18/2018"
8407,"R44989","1/17/2018","Comparison of the Bills to Extend State Children's Health Insurance Program (CHIP) Funding","https://crsreports.congress.gov/product/pdf/download/R/R44989/R44989.pdf/","10","10/23/2017"
8408,"IF10807","1/17/2018","Financial Reform: Bank Supervision","https://crsreports.congress.gov/product/pdf/download/IF/IF10807/IF10807.pdf/","3","01/17/2018"
8409,"LSB10020","1/16/2018","UPDATED: Will the Supreme Court Address States' Power to Require that Retailers Tax Internet Sales?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10020/LSB10020.pdf/","3","10/30/2017"
8410,"IN10849","1/16/2018","What Share of Taxpayers Would See a Tax Decrease or a Tax Increase Under the 2017 Tax Revision, P.L. 115-97?","https://crsreports.congress.gov/product/pdf/download/IN/IN10849/IN10849.pdf/","3","01/23/2018"
8411,"IF10307","1/12/2018","A U.S.-China Bilateral Investment Treaty (BIT): Issues and Implications","https://crsreports.congress.gov/product/pdf/download/IF/IF10307/IF10307.pdf/","9","10/20/2015"
8412,"RL34413","1/12/2018","Public Safety Officers' Benefits (PSOB) Program: In Brief","https://crsreports.congress.gov/product/pdf/download/RL/RL34413/RL34413.pdf/","17","03/13/2008"
8413,"IN10621","1/12/2018","U.S. Postal Service Governors: And Then There Were None","https://crsreports.congress.gov/product/pdf/download/IN/IN10621/IN10621.pdf/","5","12/08/2016"
8414,"IF10805","1/11/2018","Countering America's Adversaries Through Sanctions Act (CAATS Act) Deadlines, Time Frames, and Start Dates","https://crsreports.congress.gov/product/pdf/download/IF/IF10805/IF10805.pdf/","3","01/11/2018"
8415,"R44674","1/11/2018","Funding and Financing Highways and Public Transportation","https://crsreports.congress.gov/product/pdf/download/R/R44674/R44674.pdf/","8","11/01/2016"
8416,"IN10847","1/10/2018","Transatlantic Relations in 2018","https://crsreports.congress.gov/product/pdf/download/IN/IN10847/IN10847.pdf/","2","01/10/2018"
8417,"R45072","1/10/2018","Venezuela's Economic Crisis: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R45072/R45072.pdf/","4","01/10/2018"
8418,"IF10632","1/9/2018","Key Issues in Tax Reform: Dynamic Scoring","https://crsreports.congress.gov/product/pdf/download/IF/IF10632/IF10632.pdf/","7","04/11/2017"
8419,"IF10802","1/9/2018","Spotlight on Public Corruption in Latin America","https://crsreports.congress.gov/product/pdf/download/IF/IF10802/IF10802.pdf/","2","01/09/2018"
8420,"IN10846","1/8/2018","P.L. 115-97: Net Operating Losses","https://crsreports.congress.gov/product/pdf/download/IN/IN10846/IN10846.pdf/","3","01/08/2018"
8421,"IF10801","1/8/2018","Possible Additional Sanctions on Iran","https://crsreports.congress.gov/product/pdf/download/IF/IF10801/IF10801.pdf/","2","01/08/2018"
8422,"LSB10051","1/8/2018","Smart Toys and the Children's Online Privacy Protection Act of 1998","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10051/LSB10051.pdf/","4","01/08/2018"
8423,"IF10242","1/4/2018","The European Union and Latin America","https://crsreports.congress.gov/product/pdf/download/IF/IF10242/IF10242.pdf/","5","06/18/2015"
8424,"R42841","1/3/2018","Army Corps Supplemental Appropriations: History, Trends, and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R42841/R42841.pdf/","26","11/30/2012"
8425,"R43458","1/2/2018","Child Welfare: An Overview of Federal Programs and Their Current Funding","https://crsreports.congress.gov/product/pdf/download/R/R43458/R43458.pdf/","28","04/01/2014"
8426,"IN10845","12/29/2017","P.L. 115-97: The Mortgage Interest Deduction","https://crsreports.congress.gov/product/pdf/download/IN/IN10845/IN10845.pdf/","5","12/29/2017"
8427,"IN10768","12/22/2017","Floodplain Management and Flood Resilience: Current Policy and Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10768/IN10768.pdf/","3","09/06/2017"
8428,"IN10844","12/22/2017","Policy Options to Increase Physician Training Education in Proper Opioid Prescribing","https://crsreports.congress.gov/product/pdf/download/IN/IN10844/IN10844.pdf/","2","12/22/2017"
8429,"IN10831","12/19/2017","Contested Elections in Honduras","https://crsreports.congress.gov/product/pdf/download/IN/IN10831/IN10831.pdf/","6","11/30/2017"
8430,"R44341","12/19/2017","EPA's Clean Power Plan for Existing Power Plants: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44341/R44341.pdf/","24","01/13/2016"
8431,"IN10843","12/19/2017","Supplemental Appropriations Proposed for Agriculture","https://crsreports.congress.gov/product/pdf/download/IN/IN10843/IN10843.pdf/","4","12/20/2017"
8432,"IN10842","12/19/2017","The 2017 National Security Strategy: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10842/IN10842.pdf/","4","12/19/2017"
8433,"IF10793","12/19/2017","The Child Tax Credit and the Conference Report to H.R. 1","https://crsreports.congress.gov/product/pdf/download/IF/IF10793/IF10793.pdf/","3","12/19/2017"
8434,"IN10021","12/19/2017","The Deduction for Out-of-Pocket Teacher Expenses","https://crsreports.congress.gov/product/pdf/download/IN/IN10021/IN10021.pdf/","7","04/18/2014"
8435,"LSB10047","12/19/2017","What Happens if H.R. 1 Conflicts with U.S. Tax Treaties?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10047/LSB10047.pdf/","4","12/19/2017"
8436,"IN10795","12/18/2017","Short-Term FAA Extension in Place, but Legislative Debate Continues","https://crsreports.congress.gov/product/pdf/download/IN/IN10795/IN10795.pdf/","4","10/04/2017"
8437,"IN10841","12/15/2017","What Share of Taxpayers Would See a Tax Increase or a Tax Decrease Under a Senate Version of the Tax Reform Bill?","https://crsreports.congress.gov/product/pdf/download/IN/IN10841/IN10841.pdf/","2","12/15/2017"
8438,"R44923","12/14/2017","FY2018 National Defense Authorization Act: Selected Military Personnel Issues","https://crsreports.congress.gov/product/pdf/download/R/R44923/R44923.pdf/","10","08/22/2017"
8439,"IN10840","12/14/2017","The $50 Billion Threshold in the Dodd-Frank Act: Key Findings","https://crsreports.congress.gov/product/pdf/download/IN/IN10840/IN10840.pdf/","4","12/14/2017"
8440,"RL30588","12/13/2017","Afghanistan: Post-Taliban Governance, Security, and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/RL/RL30588/RL30588.pdf/","278","02/17/2005"
8441,"IF10790","12/13/2017","What Next for the Third Offset Strategy?","https://crsreports.congress.gov/product/pdf/download/IF/IF10790/IF10790.pdf/","3","12/13/2017"
8442,"IF10699","12/12/2017","Key Issues in Tax Reform: International Tax Issues","https://crsreports.congress.gov/product/pdf/download/IF/IF10699/IF10699.pdf/","4","08/07/2017"
8443,"IN10761","12/12/2017","Taylor Force Act: Palestinian Terrorism-Related Payments and U.S. Aid ","https://crsreports.congress.gov/product/pdf/download/IN/IN10761/IN10761.pdf/","6","08/29/2017"
8444,"IN10838","12/8/2017","Jerusalem: U.S. Recognition as Israel's Capital and Planned Embassy Move","https://crsreports.congress.gov/product/pdf/download/IN/IN10838/IN10838.pdf/","2","12/08/2017"
8445,"IN10839","12/8/2017","Medicare Temporary Payment Adjustments for Ground Ambulance Scheduled to Expire","https://crsreports.congress.gov/product/pdf/download/IN/IN10839/IN10839.pdf/","4","12/08/2017"
8446,"IF10788","12/7/2017","Levee Safety and Risk: Status and Considerations","https://crsreports.congress.gov/product/pdf/download/IF/IF10788/IF10788.pdf/","3","12/07/2017"
8447,"R45036","12/6/2017","Bank Systemic Risk Regulation: The $50 Billion Threshold in the Dodd-Frank Act","https://crsreports.congress.gov/product/pdf/download/R/R45036/R45036.pdf/","5","12/06/2017"
8448,"IN10810","12/6/2017","Natural Disasters of 2017: Congressional Considerations Related to FEMA Assistance","https://crsreports.congress.gov/product/pdf/download/IN/IN10810/IN10810.pdf/","4","11/02/2017"
8449,"IF10776","12/5/2017","Comparing Key Tax Reform Elements: Tax Cuts and Jobs Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10776/IF10776.pdf/","6","11/17/2017"
8450,"IN10836","12/5/2017","FEMA's Firefighter Assistance Grants: Reauthorization or Sunset?","https://crsreports.congress.gov/product/pdf/download/IN/IN10836/IN10836.pdf/","2","12/05/2017"
8451,"IF10774","12/4/2017","Tax Reform: The Senate Tax Proposal","https://crsreports.congress.gov/product/pdf/download/IF/IF10774/IF10774.pdf/","5","11/15/2017"
8452,"R45037","12/4/2017","The Foreign Agents Registration Act (FARA): A Legal Overview","https://crsreports.congress.gov/product/pdf/download/R/R45037/R45037.pdf/","3","12/07/2017"
8453,"IF10787","12/4/2017","WaterSense®: Water-Efficiency Label and Partnership Program","https://crsreports.congress.gov/product/pdf/download/IF/IF10787/IF10787.pdf/","6","12/04/2017"
8454,"IN10832","12/1/2017","Proposed Offsets Exceed Spending for Agriculture in the Administration's Disaster Assistance Request","https://crsreports.congress.gov/product/pdf/download/IN/IN10832/IN10832.pdf/","3","12/01/2017"
8455,"IN10834","12/1/2017","Supplemental Appropriations and the 2017 Hurricane Season","https://crsreports.congress.gov/product/pdf/download/IN/IN10834/IN10834.pdf/","5","12/01/2017"
8456,"R44779","11/30/2017","Colombia's Changing Approach to Drug Policy","https://crsreports.congress.gov/product/pdf/download/R/R44779/R44779.pdf/","8","03/10/2017"
8457,"IN10830","11/30/2017","Third Treasury Report on Regulatory Relief: Asset Management and Insurance","https://crsreports.congress.gov/product/pdf/download/IN/IN10830/IN10830.pdf/","2","11/30/2017"
8458,"IF10120","11/30/2017","Transatlantic Trade and Investment Partnership (T-TIP)","https://crsreports.congress.gov/product/pdf/download/IF/IF10120/IF10120.pdf/","14","02/04/2015"
8459,"IN10829","11/29/2017","Iran's Expanding Economic Relations with Asia","https://crsreports.congress.gov/product/pdf/download/IN/IN10829/IN10829.pdf/","3","11/29/2017"
8460,"LSB10035","11/29/2017","Supreme Court Reiterates Congress's Exclusive Role in Regulating Lower Federal Court Jurisdiction","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10035/LSB10035.pdf/","2","11/29/2017"
8461,"R45032","11/29/2017","The Trump Administration and the Unified Agenda of Federal Regulatory and Deregulatory Actions","https://crsreports.congress.gov/product/pdf/download/R/R45032/R45032.pdf/","4","11/29/2017"
8462,"IN10826","11/29/2017","Zimbabwe's Political Transition: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10826/IN10826.pdf/","8","11/22/2017"
8463,"IF10784","11/28/2017","Foreign Aid: USAID's Legacy Foundations in Europe/Eurasia","https://crsreports.congress.gov/product/pdf/download/IF/IF10784/IF10784.pdf/","2","11/28/2017"
8464,"IN10828","11/28/2017","The Opioid Epidemic and the Labor Force","https://crsreports.congress.gov/product/pdf/download/IN/IN10828/IN10828.pdf/","4","11/28/2017"
8465,"IN10827","11/27/2017","Egypt: Terrorist Attack in the Sinai Peninsula","https://crsreports.congress.gov/product/pdf/download/IN/IN10827/IN10827.pdf/","3","11/27/2017"
8466,"R45025","11/21/2017","Iraq: Background and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/R/R45025/R45025.pdf/","4","11/22/2017"
8467,"IN10825","11/21/2017","Keystone XL Pipeline: Recent Developments","https://crsreports.congress.gov/product/pdf/download/IN/IN10825/IN10825.pdf/","4","11/22/2017"
8468,"IN10824","11/21/2017","The Distribution of the Tax Policy Changes in H.R. 1 and the Senate's Tax Cuts and Jobs Act","https://crsreports.congress.gov/product/pdf/download/IN/IN10824/IN10824.pdf/","5","11/21/2017"
8469,"IN10823","11/21/2017","Volcano and Landslide Provisions in Title X of S. 1460, the Energy and Natural Resources Act of 2017","https://crsreports.congress.gov/product/pdf/download/IN/IN10823/IN10823.pdf/","4","11/21/2017"
8470,"IN10820","11/17/2017","Tax Incentives for Charitable Giving in the Tax Cuts and Jobs Act (H.R. 1)","https://crsreports.congress.gov/product/pdf/download/IN/IN10820/IN10820.pdf/","3","11/17/2017"
8471,"IF10772","11/17/2017","Tax Reform: H.R. 1, Tax Cuts and Jobs Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10772/IF10772.pdf/","4","11/08/2017"
8472,"IN10818","11/16/2017","Contracting the Adversary","https://crsreports.congress.gov/product/pdf/download/IN/IN10818/IN10818.pdf/","4","11/16/2017"
8473,"IN10821","11/16/2017","OPEC and Non-OPEC Crude Oil Production Agreement: Compliance Status","https://crsreports.congress.gov/product/pdf/download/IN/IN10821/IN10821.pdf/","4","11/17/2017"
8474,"IN10819","11/16/2017","Zimbabwe: A Military-Compelled Transition?","https://crsreports.congress.gov/product/pdf/download/IN/IN10819/IN10819.pdf/","5","11/16/2017"
8475,"IF10712","11/15/2017","Key Issues in Tax Reform: Federal Subsidies for Interest Income Generated from Municipal Bonds","https://crsreports.congress.gov/product/pdf/download/IF/IF10712/IF10712.pdf/","4","08/21/2017"
8476,"IF10579","11/15/2017","Key Issues in Tax Reform: Itemized Tax Deductions","https://crsreports.congress.gov/product/pdf/download/IF/IF10579/IF10579.pdf/","5","01/05/2017"
8477,"IF10706","11/15/2017","Key Issues in Tax Reform: The Charitable Deduction for Individuals","https://crsreports.congress.gov/product/pdf/download/IF/IF10706/IF10706.pdf/","4","08/18/2017"
8478,"R45021","11/15/2017","Telehealth Services Proposed for Medicare Part B Reimbursements, 2018: Fact Sheet ","https://crsreports.congress.gov/product/pdf/download/R/R45021/R45021.pdf/","3","11/15/2017"
8479,"IN10817","11/14/2017","Impact of the Budget Control Act Discretionary Spending Caps on a Continuing Resolution","https://crsreports.congress.gov/product/pdf/download/IN/IN10817/IN10817.pdf/","3","11/14/2017"
8480,"LSB10029","11/14/2017","In Any Way, Shape, or Form? What Qualifies As 'Any Court' under the Gun Control Act? ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10029/LSB10029.pdf/","2","11/14/2017"
8481,"IF10773","11/14/2017","Key Issues in Tax Reform: The Child Tax Credit","https://crsreports.congress.gov/product/pdf/download/IF/IF10773/IF10773.pdf/","4","11/14/2017"
8482,"IF10721","11/14/2017","Key Issues in Tax Reform: the Deduction for State and Local Taxes","https://crsreports.congress.gov/product/pdf/download/IF/IF10721/IF10721.pdf/","4","09/01/2017"
8483,"IF10584","11/14/2017","Key Issues in Tax Reform: The Mortgage Interest Deduction","https://crsreports.congress.gov/product/pdf/download/IF/IF10584/IF10584.pdf/","4","01/12/2017"
8484,"IN10816","11/13/2017","Tax Reform: The Child Credit and the Child Care Credit","https://crsreports.congress.gov/product/pdf/download/IN/IN10816/IN10816.pdf/","5","11/13/2017"
8485,"LSB10027","11/13/2017","Two-Sided Credit Card Markets: The Supreme Court Takes Up Novel Antitrust Issue","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10027/LSB10027.pdf/","3","11/13/2017"
8486,"IN10814","11/13/2017","U.S. Circuit and District Court Nominees Who Received a Rating of 'Not Qualified' from the American Bar Association: Background and Historical Analysis","https://crsreports.congress.gov/product/pdf/download/IN/IN10814/IN10814.pdf/","5","11/09/2017"
8487,"IN10815","11/9/2017","Diversity Immigrant Visa Program","https://crsreports.congress.gov/product/pdf/download/IN/IN10815/IN10815.pdf/","4","11/09/2017"
8488,"R43407","11/9/2017","Drought in the United States: Causes and Current Understanding","https://crsreports.congress.gov/product/pdf/download/R/R43407/R43407.pdf/","8","02/27/2014"
8489,"IN10813","11/8/2017","Energy Tax Provisions in the Tax Cuts and Jobs Act (H.R. 1)","https://crsreports.congress.gov/product/pdf/download/IN/IN10813/IN10813.pdf/","5","11/08/2017"
8490,"R45016","11/8/2017","The Rohingya Crises in Bangladesh and Burma","https://crsreports.congress.gov/product/pdf/download/R/R45016/R45016.pdf/","3","11/09/2017"
8491,"IN10812","11/8/2017","Why is Violence Rebounding in Mexico?","https://crsreports.congress.gov/product/pdf/download/IN/IN10812/IN10812.pdf/","2","11/08/2017"
8492,"R44966","11/8/2017","Wildfire Suppression Spending: Background, Issues, and Legislation in the 115th Congress","https://crsreports.congress.gov/product/pdf/download/R/R44966/R44966.pdf/","9","09/26/2017"
8493,"IF10769","11/7/2017","FBI Categorization of Domestic Terrorism","https://crsreports.congress.gov/product/pdf/download/IF/IF10769/IF10769.pdf/","3","11/07/2017"
8494,"IN10811","11/6/2017","Comprehensive Energy Planning for Puerto Rico and U.S. Virgin Islands","https://crsreports.congress.gov/product/pdf/download/IN/IN10811/IN10811.pdf/","2","11/06/2017"
8495,"R44994","11/6/2017","The North Korean Nuclear Challenge: Military Options and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44994/R44994.pdf/","13","10/27/2017"
8496,"R44075","11/3/2017","The Independent Payment Advisory Board (IPAB): Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44075/R44075.pdf/","14","06/16/2015"
8497,"LSB10023","11/2/2017","A Second Amendment Right to Sell Firearms? The Ninth Circuit, Sitting En Banc, Weighs In. ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10023/LSB10023.pdf/","2","11/02/2017"
8498,"IF10558","11/2/2017","Coverage in the Private Health Insurance Market","https://crsreports.congress.gov/product/pdf/download/IF/IF10558/IF10558.pdf/","8","12/19/2016"
8499,"LSB10024","11/1/2017","Hundreds of Equifax Data Breach Lawsuits Have Been Filed-What are their Chances?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10024/LSB10024.pdf/","2","11/02/2017"
8500,"R44996","10/30/2017","Taiwan: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44996/R44996.pdf/","5","10/30/2017"
8501,"R44995","10/27/2017","Niger: Frequently Asked Questions About the October 2017 Attack on U.S. Soldiers","https://crsreports.congress.gov/product/pdf/download/R/R44995/R44995.pdf/","4","10/27/2017"
8502,"IN10809","10/25/2017","Doing Business with Iran: EU-Iran Trade and Investment Relations ","https://crsreports.congress.gov/product/pdf/download/IN/IN10809/IN10809.pdf/","3","10/26/2017"
8503,"IN10808","10/25/2017","GAO Issues Opinions on Applicability of Congressional Review Act to Two Guidance Documents ","https://crsreports.congress.gov/product/pdf/download/IN/IN10808/IN10808.pdf/","9","10/25/2017"
8504,"IN10786","10/25/2017","Payments for Affordable Care Act (ACA) Cost-Sharing Reductions","https://crsreports.congress.gov/product/pdf/download/IN/IN10786/IN10786.pdf/","4","09/25/2017"
8505,"R44991","10/25/2017","Poverty in the United States in 2016: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44991/R44991.pdf/","3","10/25/2017"
8506,"IF10580","10/24/2017","Transnational Crime Issues: International Drug Trafficking","https://crsreports.congress.gov/product/pdf/download/IF/IF10580/IF10580.pdf/","3","01/06/2017"
8507,"IF10615","10/23/2017","Financial Crime Issues: Global Illicit Drug Proceeds","https://crsreports.congress.gov/product/pdf/download/IF/IF10615/IF10615.pdf/","3","03/16/2017"
